,review,rating,sentiment
812,Very accommodating staffs,4,1
815,good,4,1
816," Reasonable price with convenient location, normal room",4,1
819,Ok,5,1
820, Nice location. The price on the new booking is good,5,1
821, The hotel is convenient for travel. Reasonable price,5,1
822, The surroundings are very beautiful and fun. Convenient The center is located on the opposite street to eat all day and night.,5,1
823,Absolutely amazing! Great location! So when i got here they only had a room without a window so they put me in their new hotel called Bonsella Cozy Hotel. This hotel was new and they’re still trying to get more guests. …,5,1
824,"The recepcionist is really friendly,helpful and hardworking. I would say they are short of staff as he was pretty much the only staff member I have seen for over 24hours. Good size bedroom and bed,fairly quiet. Not far from red bridge. …",3,0
825,"The hotel is very clean and the staffs are so friendly and professional!
The hotel location is good and easy to access else where in the town! The breakfast will be served in another building nearby and the dinning area has a very good view of the city!",5,1
827,Great location! Our room was very comfortable and clean. The staff was simply amazing. Ivy helped arrange a Halong Cruise for us during the busy Tet season and she also arranged our airport transfers and made everything so easy for us. They …,5,1
828,"The room is clean and quite big.
The male receptionist is super friendly
Definitely will come back after pandemic over.",5,1
829,"Room was really good, top floor, clean, awesome view.
Staff super friendly that go out of their way to help you with everything for you to have the best stay in Hanoi. …",5,1
830,Great location. The staff are exeptional in spite the language barrier. They went out of thier way to ensure of needs are met. Highly recommended. …,5,1
831,"The staff were friendly and approachable. The rooms are well furnished, albeit small in footage. The breakfast variety is somewhat limited to bread, sliced fruits and a few cooked dishes, but the made-to-order menu made up for it. Excellent …",5,1
832,I personally love this hotel very very much! Receptionist Anna and Jasmine are very friendly and helpful. Provide very informative guide to each guest. From welcome drinks to small little souvenir as good bye gift. Simply leave a very …,5,1
833,"I highly recommend this place for tourist and backpackers. Very nice room service, good room standards and very helpful trip service. Prices are average and trip prices. negotiable. Location is perfect for a visist Old Town and most important museums and must-see places.",5,1
834,"Great place to visit in Hanoi. Couldn’t have a better location. It’s on a little side street so it’s quieter. Very close to coffee, bars, and convenience stores. On weekends they actually close the street it’s on and around it to traffic. …",5,1
835,"Amazing staff and hospitality
My husband and I looked at many hotel options before deciding on Hanoi MALO Hotel. We are so incredibly happy we chose to stay here. The staff is fantastic, …",5,1
836,"Rosa and the team and Malo made our stay memorable. From the moment we arrived early in the morning and jet lagged nothing was too much trouble for the them. We booked trips through them and got upgraded free of charge, they booked our …",5,1
837,"We loved so much ms Rosa. From the understated entrance we were pleasantly surprised to find a very elegant decor throughout. What really stood out was the staff, all of whom obviously loved their job and were passionate in giving of their …",5,1
838,"Lovely boutique hotel in a great location! Top notch hospitality, we felt very welcomed. Hotel has just opened a month ago and it’s still under a little maintain but already feel great. Can’t wait to see it once it’s fully done! Will stay there for 100% when next time in Hanoi. All the best to the owners!!",5,1
839,great service and quality. great value for the price. great hotel for big family and big group,5,1
840,great lovely hotel in the center city. ms Rosa and staffs were excellent loverly. thank you for caring our family,5,1
841,This is a hotel we’ll remember for a long time. The staff did everything to make our stay as convenient as possible. They even upgraded us to a luxury suite because of our engagement. The room was spacious and very clean. We also liked the …,5,1
842,"First & foremost, we were warmly welcomed into the hotel with welcome drinks and fruits while doing our check in. Emails with hotel rep has been responsive prior to my arrival and we were given the particular room I requested. The junior …",5,1
843,Stayed here by mistake but a very good mistake. Supposed to go to Golden Moon Diamond but instead I was brought here. Glad I did because I love the hotel! I come to Hanoi a lot and will definitely stay again!,5,1
844,"Great hotel, nearby the lake and the night market. Nice staff. Nice and clean room. Highly recommend!",5,1
845,"the staff are nice. for the location, it's great. you can get the most of popular attraction spots by foot. only around $20. for the rate per night, hot shower, cool air con.",4,1
846,"Great location, welcoming staff and delicious breakfast. We stayed just for one night but we had a great experience. The staff made us felt at home, they were very helpful and saved our luggage until we left to take our train in the evening. Totally recommended!",5,1
847,"Thanks for an amazing experience. The staff here (especially you Rosa!) were probably the nicest I've encountered in Asia. Seriously, I've stayed in several 5 star hotels that were nowhere close to as personal and caring as the people here. …",5,1
848,"Great location round the corner from the water puppet theatre, lake and temple, and on the edge of the old town. The service upon arrival was great, with welcome drinks and fruit, and a large spacious room. …",5,1
